#node	identifier	domain_summary_url	annotation	other_names_and_aliases
COLGALT1	9606.ENSP00000252599	https://smart.embl.de/smart/DDvec.cgi?smart=622:SIGNAL(1|36)+Pfam_Glyco_tranf_2_4(61|181)+Pfam_Glyco_transf_25(340|525)+	Procollagen galactosyltransferase 1; Beta-galactosyltransferase that transfers beta-galactose to hydroxylysine residues of type I collagen. By acting on collagen glycosylation, facilitates the formation of collagen triple helix; Belongs to the glycosyltransferase 25 family	2.4.1.50,79709,AAH20492.1,AAI08309.1,AK057140,AK074941,AK075541,B3KQ10,BAC11307.1,BAC11684.1,BAG51872.1,BC020492,BC108308,CCDS12363,CCDS12363.1,COLGALT1,COLGALT1-001,COLGALT1-004,COLGALT1-005,COLGALT1-006,COLGALT1-007,COLGALT1-008,ColGalT_1,Collagen beta(1-O)galactosyltransferase 1,Collagen beta(1-O)galactosyltransferases,EAW84622.1,EC 2.4.1.50,ENSG00000130309,ENSP00000252599,ENSP00000369036,ENSP00000468947,ENSP00000469817,ENST00000252599,ENST00000379714,ENST00000593832,ENST00000597075,ENST00000597147,ENST00000600474,ENST00000601354,FLJ22329,GLT25D1,GLT25D1-001,GLT25D1-004,GLT25D1-005,GLT25D1-006,GLT25D1-007,GLT25D1-008,GT251_HUMAN,Glycosyltransferase 25 family member 1,HGNC:26182,HPA047821,Hs.418795,Hs.625887,Hydroxylysine galactosyltransferase,Hydroxylysine galactosyltransferase 1,M0QYH0,NM_024656,NM_024656.2,NP_078932,NP_078932.2,NX_Q8NBJ5,OMIM:617531,OTTHUMG00000182893,OTTHUMP00000270434,OTTHUMP00000270435,OTTHUMP00000270436,OTTHUMT00000464216,OTTHUMT00000464217,OTTHUMT00000464218,OTTHUMT00000464220,OTTHUMT00000464221,OTTHUMT00000464223,PSEC0241,Procollagen galactosyltransferase,Procollagen galactosyltransferase 1,Q8NBJ5,Q8NC64,Q8WUI9,UPI000003B0F7,UPI0002A472E3,UPI0002A472EF,XM_005260080,XM_005260080.2,XP_005260137,XP_005260137.1,collagen beta(1-O)galactosyltransferase 1,glycosyltransferase 25 domain containing 1,hsa:79709,uc002nhc.1,uc002nhc.2,uc010eax.1
COMT	9606.ENSP00000354511	https://smart.embl.de/smart/DDvec.cgi?smart=271:TRANS(7|29)+Pfam_Methyltransf_24(113|221)+	Catechol O-methyltransferase; Catalyzes the O-methylation, and thereby the inactivation, of catecholamine neurotransmitters and catechol hormones. Also shortens the biological half-lives of certain neuroactive drugs, like L-DOPA, alpha-methyl DOPA and isoproterenol; Seven-beta-strand methyltransferase motif containing	1312,2.1.1.6,3A7E,3BWM,3BWY,4PYI,4PYJ,4PYK,4XUC,4XUD,4XUE,5LSA,A8MPV9,AAA68927.1,AAA68928.1,AAA68929.1,AAH11935.1,AAI00019.1,AAP35789.1,AAP88929.1,AEA30239.1,AEA30240.1,AK290440,AY341246,BAF83129.1,BC011935,BC100018,BT007125,CAA81263.1,CAB011233,CAG30308.1,CAG33278.1,CCDS13770,CCDS13770.1,CCDS46663,CCDS46663.1,CHEMBL2023,COMT,COMT-001,COMT-002,COMT-003,COMT-004,COMT-005,COMT-007,COMT-008,COMT-009,COMT-010,COMT-011,COMT-012,COMT_HUMAN,CR456422,CR456997,Catechol O-methyltransferase,E7EMS6,E7EUU8,EAX03010.1,EC 2.1.1.6,ENSG00000093010,ENSP00000207636,ENSP00000354511,ENSP00000383966,ENSP00000384654,ENSP00000385150,ENSP00000385831,ENSP00000385917,ENSP00000387695,ENSP00000403958,ENSP00000410938,ENSP00000416778,ENST00000207636,ENST00000361682,ENST00000402871,ENST00000403184,ENST00000403710,ENST00000406520,ENST00000407537,ENST00000412786,ENST00000428707,ENST00000436217,ENST00000449653,ENST00000467943,ENST00000493893,F2WW53,F8WBW9,HEL-S-98n,HGNC:2228,HPA001169,HQ262572,HQ262573,Hs.370408,M58525,M65212,M65213,NM_000754,NM_000754.3,NM_001135161,NM_001135161.1,NM_001135162,NM_001135162.1,NM_007310,NM_007310.2,NP_000745,NP_000745.1,NP_001128633,NP_001128633.1,NP_001128634,NP_001128634.1,NP_009294,NP_009294.1,NX_P21964,OMIM:116790,OTTHUMG00000150529,OTTHUMP00000197748,OTTHUMP00000197749,OTTHUMP00000197750,OTTHUMP00000197751,OTTHUMP00000197800,OTTHUMP00000197846,OTTHUMP00000198296,OTTHUMP00000198331,OTTHUMP00000275486,OTTHUMT00000318770,OTTHUMT00000318771,OTTHUMT00000318772,OTTHUMT00000318773,OTTHUMT00000318850,OTTHUMT00000318851,OTTHUMT00000318852,OTTHUMT00000318853,OTTHUMT00000318936,OTTHUMT00000319736,OTTHUMT00000476293,P21964,Q6IB07,Q6ICE6,Q7KZP0,Q9BWC7,UPI0000000CBF,UPI0000160C04,UPI0000D4E385,UPI0001611030,UPI0001611031,UPI0001E8EEEF,XM_005261229,XM_005261229.1,XP_005261286,XP_005261286.1,XP_016884083.1,XP_016884084.1,Z26491,catechol-O-methyltransferase,hsa:1312,uc002zqu.3,uc002zqu.4,uc002zqx.4,uc011ahd.2,uc021wlm.1
CRTC3	9606.ENSP00000268184	https://smart.embl.de/smart/DDvec.cgi?smart=619:Pfam_TORC_N(11|77)+Pfam_TORC_M(159|321)+Pfam_TORC_C(545|619)+	CREB-regulated transcription coactivator 3; Transcriptional coactivator for CREB1 which activates transcription through both consensus and variant cAMP response element (CRE) sites. Acts as a coactivator, in the SIK/TORC signaling pathway, being active when dephosphorylated and acts independently of CREB1 'Ser-133' phosphorylation. Enhances the interaction of CREB1 with TAF4. Regulates the expression of specific CREB-activated genes such as the steroidogenic gene, StAR. Potent coactivator of PPARGC1A and inducer of mitochondrial biogenesis in muscle cells. Also coactivator for TAX acti [...] 	64784,AAH74730.2,AAH74731.3,AAQ98858.1,AC021422,AC103739,AK025521,AK090443,AY360173,BAB15160.1,BAC03424.1,BC074730,BC074731,CCDS32331,CCDS32331.1,CCDS45348,CCDS45348.1,CREB regulated transcription coactivator 3,CREB-regulated transcription coactivator 3,CRTC3,CRTC3-001,CRTC3-002,CRTC3-003,CRTC3-004,CRTC3-005,CRTC3-006,CRTC3-007,CRTC3-008,CRTC3-009,CRTC3-010,CRTC3-011,CRTC3-012,CRTC3-013,CRTC3-014,CRTC3_HUMAN,ENSG00000140577,ENSP00000268184,ENSP00000338752,ENSP00000373911,ENSP00000373912,ENSP00000408787,ENSP00000416573,ENSP00000452640,ENSP00000452676,ENST00000268184,ENST00000337053,ENST00000389259,ENST00000389260,ENST00000420329,ENST00000437186,ENST00000558005,ENST00000558167,ENST00000558496,ENST00000558619,ENST00000560047,ENST00000560098,ENST00000560320,ENST00000560927,ENST00000561119,ENST00000561218,ENST00000561255,ENST00000561290,FLJ21868,H0YK33,HGNC:26148,HPA043735,Hs.567572,Hs.618881,Hs.739395,NM_001042574,NM_001042574.2,NM_022769,NM_022769.4,NP_001036039,NP_001036039.1,NP_073606,NP_073606.3,NX_Q6UUV7,OMIM:608986,OTTHUMG00000172295,OTTHUMP00000248036,OTTHUMP00000248037,OTTHUMP00000248160,OTTHUMP00000248236,OTTHUMT00000417715,OTTHUMT00000417716,OTTHUMT00000417925,OTTHUMT00000417926,OTTHUMT00000417927,OTTHUMT00000417928,OTTHUMT00000417929,OTTHUMT00000417930,OTTHUMT00000417931,OTTHUMT00000417932,OTTHUMT00000417933,OTTHUMT00000417934,OTTHUMT00000418117,OTTHUMT00000418118,Q6DK61,Q6DK62,Q6UUV7,Q8NF38,Q9H6U2,TORC-3,TORC3,UPI00001FEB98,UPI00004DD688,UPI0000D497F3,UPI00022F876D,XM_005254968,XM_005254968.1,XP_005255025,XP_005255025.1,hsa:64784,uc002bpn.4,uc002bpo.4,uc002bpo.5,uc002bpp.4,uc002bpp.5
CSDE1	9606.ENSP00000481762	https://smart.embl.de/smart/DDvec.cgi?smart=844:CSP(73|136)+CSP(233|294)+CSP(396|459)+CSP(566|628)+CSP(721|784)+Pfam_SUZ-C(803|834)+	Cold shock domain-containing protein E1; RNA-binding protein. Required for internal initiation of translation of human rhinovirus RNA. May be involved in translationally coupled mRNA turnover. Implicated with other RNA- binding proteins in the cytoplasmic deadenylation/translational and decay interplay of the FOS mRNA mediated by the major coding- region determinant of instability (mCRD) domain	1WFQ,1X65,2YTV,2YTX,2YTY,7812,A0A024R0E2,A0A024R0K2,A8K281,AAC28634.1,AAD27787.1,AAH32446.1,AB020692,AF070542,AF077054,AK290146,AL050150,AL096773,BAA74908.2,BAF82835.1,BC032446,CAB43294.1,CAH18231.1,CAH18269.1,CAI18825.1,CAI18826.1,CCDS30811,CCDS30811.1,CCDS30812,CCDS30812.1,CCDS44197,CCDS44197.1,CCDS55626,CCDS55626.1,CR749378,CR749431,CSDE1,CSDE1-001,CSDE1-002,CSDE1-003,CSDE1-004,CSDE1-005,CSDE1-006,CSDE1-007,CSDE1-008,CSDE1-009,CSDE1-010,CSDE1-011,CSDE1-012,CSDE1-013,CSDE1-014,CSDE1-015,CSDE1-016,CSDE1-017,CSDE1-201,CSDE1_HUMAN,Cold shock domain containing E1, RNA-binding,Cold shock domain-containing protein E1,D1S155E,DKFZP586J0620,E9PGZ0,E9PJK7,E9PKN4,E9PLD4,E9PLT0,E9PNG3,EAW56612.1,EAW56613.1,EAW56615.1,EAW56616.1,EAW56618.1,EAW56619.1,ENSG00000009307,ENSP00000261443,ENSP00000261444,ENSP00000309760,ENSP00000314972,ENSP00000342408,ENSP00000351329,ENSP00000358543,ENSP00000358545,ENSP00000358546,ENSP00000358548,ENSP00000407724,ENSP00000431297,ENSP00000431562,ENSP00000431770,ENSP00000432805,ENSP00000432958,ENSP00000435185,ENSP00000437159,ENSP00000481762,ENST00000261443,ENST00000261444,ENST00000310586,ENST00000315637,ENST00000339438,ENST00000358528,ENST00000369530,ENST00000369532,ENST00000369533,ENST00000369535,ENST00000438362,ENST00000483030,ENST00000483407,ENST00000524652,ENST00000525132,ENST00000525878,ENST00000525970,ENST00000529046,ENST00000530784,ENST00000530886,ENST00000533818,ENST00000534389,ENST00000534699,ENST00000610726,G5E9Q2,HGNC:29905,HPA018846,HPA052221,Hs.69855,Hs.731984,Hs.737558,KIAA0885,N-ras upstream gene protein,NM_001007553,NM_001007553.2,NM_001130523,NM_001130523.2,NM_001242891,NM_001242891.1,NM_001242892,NM_001242892.1,NM_001242893,NM_001242893.1,NM_007158,NM_007158.5,NP_001007554,NP_001007554.1,NP_001123995,NP_001123995.1,NP_001229820,NP_001229820.1,NP_001229821,NP_001229821.1,NP_001229822,NP_001229822.1,NP_009089,NP_009089.4,NRU,NX_O75534,O75534,O94961,OMIM:191510,OTTHUMG00000012060,OTTHUMP00000013880,OTTHUMP00000013881,OTTHUMP00000013882,OTTHUMP00000013883,OTTHUMP00000234861,OTTHUMP00000234862,OTTHUMP00000234863,OTTHUMP00000234864,OTTHUMP00000234865,OTTHUMP00000234866,OTTHUMP00000234867,OTTHUMP00000234868,OTTHUMT00000033396,OTTHUMT00000033397,OTTHUMT00000033398,OTTHUMT00000033399,OTTHUMT00000033400,OTTHUMT00000092753,OTTHUMT00000392606,OTTHUMT00000392607,OTTHUMT00000392608,OTTHUMT00000392609,OTTHUMT00000392610,OTTHUMT00000392611,OTTHUMT00000392612,OTTHUMT00000392613,OTTHUMT00000392614,OTTHUMT00000392615,OTTHUMT00000392616,Protein UNR,Q5TF04,Q5TF05,Q68DF1,Q68DI9,Q9UG93,Q9Y2S4,UNR,UPI0000001614,UPI0000137C99,UPI0000D99B0F,UPI00015E0C09,UPI0001F784BE,UPI0001F784BF,UPI0001F784C0,UPI0001F784C1,UPI0001F784C2,UPI0001F784C3,cold shock domain containing E1,cold shock domain containing E1, RNA binding,cold shock domain containing E1, RNA-binding,hsa:7812,uc001efi.3,uc001efi.4,uc001efk.3,uc001efk.4,uc001efl.3,uc001efm.3,uc001efn.3,uc009wgv.3,upstream of NRAS
CSNK2A1	9606.ENSP00000217244	https://smart.embl.de/smart/DDvec.cgi?smart=391:S_TKc(39|324)+	Casein kinase II subunit alpha; Catalytic subunit of a constitutively active serine/threonine-protein kinase complex that phosphorylates a large number of substrates containing acidic residues C-terminal to the phosphorylated serine or threonine. Regulates numerous cellular processes, such as cell cycle progression, apoptosis and transcription, as well as viral infection. May act as a regulatory node which integrates and coordinates numerous signals leading to an appropriate cellular response. During mitosis, functions as a component of the p53/TP53-dependent spindle assembly checkpoin [...] 	1457,1JWH,1NA7,1PJK,2.7.11.1,2PVR,2ZJW,3AMY,3AT2,3AT3,3AT4,3AXW,3BQC,3C13,3FWQ,3H30,3JUH,3MB6,3MB7,3NGA,3NSZ,3OWJ,3OWK,3OWL,3PE1,3PE2,3PE4,3Q04,3Q9W,3Q9X,3Q9Y,3Q9Z,3QA0,3R0T,3RPS,3TAX,3U4U,3U87,3U9C,3W8L,3WAR,3WIK,3WIL,3WOW,4DGL,4FBX,4GRB,4GUB,4GYW,4GYY,4GZ3,4IB5,4KWP,4MD7,4MD8,4MD9,4NH1,4RLL,4UB7,4UBA,5B0X,5CLP,5CQU,5CQW,5CS6,5CSH,5CSP,5CSV,5CT0,5CTP,5CU0,5CU2,5CU3,5CU4,5CU6,5CVF,5CVG,5CVH,5CX9,5H8B,5H8E,5H8G,5HGV,5KU8,5KWH,5M44,5M4C,5M4F,5M4I,5MMF,5MMR,5MO5,5MO6,5MO7,5MO8,5MOD,5MOE,5MOH,5MOT,5MOV,5MOW,5MP8,5MPJ,5N1V,5NQC,5VIE,5VIF,AAA35503.1,AAA56821.1,AAH11668.1,AAH50036.1,AAH53532.1,AAH71167.1,AAV38595.1,AB451279,ABB72474.1,AK302583,B4DYS6,BAG63838.1,BAG70093.1,BC011668,BC050036,BC053532,BC071167,BT019792,CAA49758.1,CAB020680,CAB65624.1,CCDS13003,CCDS13003.1,CCDS13004,CCDS13004.1,CHEMBL3629,CK2A1,CKII,CSK21_HUMAN,CSNK2A1,CSNK2A1-001,CSNK2A1-002,CSNK2A1-003,CSNK2A1-004,CSNK2A1-005,CSNK2A1-006,CSNK2A1-007,CSNK2A1-008,CSNK2A1-009,CSNK2A1-010,CSNK2A1-201,CSNK2A3,Casein kinase 2, alpha 1 polypeptide,Casein kinase II subunit alpha,Cka1,Cka2,D3DVV8,E7EN85,E7EU96,EAX10665.1,EAX10666.1,EAX10667.1,EAX10668.1,EAX10669.1,EC 2.7.11.1,ENSG00000101266,ENSP00000217244,ENSP00000339247,ENSP00000341595,ENSP00000354619,ENSP00000371400,ENSP00000383076,ENSP00000383086,ENSP00000476486,ENSP00000476547,ENSP00000477147,ENSP00000479630,ENSP00000481572,ENST00000217244,ENST00000349736,ENST00000353300,ENST00000361797,ENST00000381973,ENST00000400217,ENST00000400227,ENST00000460062,ENST00000608066,ENST00000608490,ENST00000609525,ENST00000609606,ENST00000619188,ENST00000619801,HGNC:2457,Hs.644056,J02853,M55265,NM_001895,NM_001895.3,NM_177559,NM_177559.2,NM_177560,NM_177560.2,NP_001886,NP_001886.1,NP_808227,NP_808227.1,NP_808228,NP_808228.1,NX_P68400,OCNDS,OMIM:115440,OTTHUMG00000031636,OTTHUMP00000029925,OTTHUMP00000029926,OTTHUMP00000274180,OTTHUMP00000274181,OTTHUMP00000274182,OTTHUMP00000274183,OTTHUMP00000274523,OTTHUMP00000274524,OTTHUMT00000077465,OTTHUMT00000077466,OTTHUMT00000251396,OTTHUMT00000472076,OTTHUMT00000472077,OTTHUMT00000472078,OTTHUMT00000472079,OTTHUMT00000472080,OTTHUMT00000473315,OTTHUMT00000473316,P19138,P20426,P68400,Q14013,Q5U065,Q5U5J2,S53149,UPI0000000CB5,UPI000018691B,UPI00004560FB,UPI0000E06376,UPI0003B92816,UPI0003B92908,UPI0003B92921,UPI000462092B,V9GY80,V9GYA2,V9GYW6,X70251,XP_006723611,XP_006723611.1,casein kinase 2 alpha 1,casein kinase 2, alpha 1 polypeptide,hsa:1457,uc002wdw.1,uc002wdw.2,uc002wdx.1,uc002wdx.2,uc002wdy.1
CSNK2A2	9606.ENSP00000262506	https://smart.embl.de/smart/DDvec.cgi?smart=350:S_TKc(40|325)+	Casein kinase II subunit alpha; Catalytic subunit of a constitutively active serine/threonine-protein kinase complex that phosphorylates a large number of substrates containing acidic residues C-terminal to the phosphorylated serine or threonine. Regulates numerous cellular processes, such as cell cycle progression, apoptosis and transcription, as well as viral infection. May act as a regulatory node which integrates and coordinates numerous signals leading to an appropriate cellular response. During mitosis, functions as a component of the p53/TP53-dependent spindle assembly checkpoin [...] 	1459,2.7.11.1,3E3B,3OFM,3U87,5M4U,5M56,AAA51548.1,AAH08812.1,BC008812,CCDS10794,CCDS10794.1,CHEMBL4070,CK2A2,CK2alpha,CSK22_HUMAN,CSNK2A1,CSNK2A2,CSNK2A2-001,CSNK2A2-002,CSNK2A2-003,CSNK2A2-004,CSNK2A2-005,CSNK2A2-006,Casein kinase 2, alpha prime polypeptide,Casein kinase II subunit alpha,EC 2.7.11.1,ENSG00000070770,ENSP00000262506,ENSP00000454874,ENSP00000456606,ENSP00000457911,ENST00000262506,ENST00000562367,ENST00000563307,ENST00000565188,ENST00000566813,ENST00000567730,H3BNI9,H3BSA1,HGNC:2459,Hs.609759,Hs.713949,Hs.714131,Hs.82201,M55268,NM_001896,NM_001896.2,NP_001887,NP_001887.1,NX_P19784,OMIM:115442,OTTHUMG00000133488,OTTHUMP00000164724,OTTHUMP00000250270,OTTHUMP00000250271,OTTHUMP00000250272,OTTHUMT00000257386,OTTHUMT00000422596,OTTHUMT00000422597,OTTHUMT00000422598,OTTHUMT00000422599,OTTHUMT00000422600,P19784,UPI0000000C95,UPI00001FF2E8,UPI0002466F80,UPI000268AE99,XM_005255801,XM_005255801.1,XP_005255856,XP_005255856.1,XP_005255858,XP_005255858.1,casein kinase 2 alpha,casein kinase 2 alpha 2,casein kinase 2, alpha prime polypeptide,hsa:1459,uc002enc.3,uc002enc.4
CSNK2B	9606.ENSP00000365042	https://smart.embl.de/smart/DDvec.cgi?smart=215:CK_II_beta(8|191)+	Casein kinase II subunit beta; Participates in Wnt signaling (By similarity). Plays a complex role in regulating the basal catalytic activity of the alpha subunit; Belongs to the casein kinase 2 subunit beta family	1460,1DS5,1JWH,1QF8,2.7.11.1,3EED,4DGL,4MD7,4MD8,4MD9,4NH1,B0UXA9,CAB004349,CAB013087,CAB016059,CCDS4712,CCDS4712.1,CK2B,CK2N,CSK2B,CSK2B_HUMAN,CSNK2B,CSNK2B-001,CSNK2B-003,CSNK2B-004,CSNK2B-005,CSNK2B-006,CSNK2B-008,CSNK2B-009,CSNK2B-010,Casein kinase 2, beta polypeptide,Casein kinase II subunit beta,Ckb1,Ckb2,ENSG00000204435,ENSP00000244615,ENSP00000365024,ENSP00000365025,ENSP00000365026,ENSP00000365029,ENSP00000365032,ENSP00000365033,ENSP00000365035,ENSP00000365036,ENSP00000365040,ENSP00000365042,ENSP00000365046,ENSP00000386365,ENSP00000387322,ENST00000244615,ENST00000375864,ENST00000375865,ENST00000375866,ENST00000375869,ENST00000375872,ENST00000375873,ENST00000375875,ENST00000375876,ENST00000375880,ENST00000375882,ENST00000375885,ENST00000409525,ENST00000409691,ENST00000465481,ENST00000468255,ENST00000475875,ENST00000481269,G5A,HGNC:2460,HPA005944,M30448,NM_001282385,NM_001282385.1,NM_001320,NM_001320.6,NP_001269314,NP_001269314.1,NP_001311,NP_001311.3,NX_P67870,OMIM:115441,OTTHUMG00000177888,OTTHUMP00000029060,OTTHUMP00000029063,OTTHUMP00000029064,OTTHUMP00000029065,OTTHUMT00000076063,OTTHUMT00000076065,OTTHUMT00000076066,OTTHUMT00000076067,OTTHUMT00000076068,OTTHUMT00000144422,OTTHUMT00000267874,OTTHUMT00000335078,P07312,P13862,P67870,Phosvitin,Protein G5a,Q4VX47,casein kinase 2 beta,casein kinase 2, beta polypeptide,hsa:1460,uc003nvr.2,uc003nvr.3
CUL2	9606.ENSP00000444856	https://smart.embl.de/smart/DDvec.cgi?smart=758:CULLIN(429|581)+Cullin_Nedd8(685|752)+	Cullin-2; Core component of multiple cullin-RING-based ECS (ElonginB/C-CUL2/5-SOCS-box protein) E3 ubiquitin-protein ligase complexes, which mediate the ubiquitination of target proteins. ECS complexes and ARIH1 collaborate in tandem to mediate ubiquitination of target proteins. May serve as a rigid scaffold in the complex and may contribute to catalysis through positioning of the substrate and the ubiquitin-conjugating enzyme. The E3 ubiquitin-protein ligase activity of the complex is dependent on the neddylation of the cullin subunit and is inhibited by the association of the deneddy [...] 	4WQO,5N4W,8453,AAC50545.1,AAC51190.1,AAD23581.1,AAH09591.1,AAI10902.1,AF126404,AK095217,AK300491,AL392046,B3KT95,B7Z6K8,BAG53007.1,BAH13294.1,BC009591,BC110901,CAB002677,CAI13163.1,CCDS55709,CCDS7179,CCDS7179.1,CCDS73086,CCDS73086.1,CUL2,CUL2-001,CUL2-002,CUL2-003,CUL2-004,CUL2-005,CUL2-006,CUL2-007,CUL2-008,CUL2-201,CUL2_HUMAN,Cullin 2,Cullin-2,Cullins,D3DRY6,EAW85924.1,EAW85925.1,EAW85926.1,EAW85927.1,EAW85928.1,ENSG00000108094,ENSP00000279431,ENSP00000315570,ENSP00000344988,ENSP00000363874,ENSP00000363878,ENSP00000363880,ENSP00000363881,ENSP00000363883,ENSP00000363886,ENSP00000414095,ENSP00000444856,ENSP00000473659,ENST00000279431,ENST00000322471,ENST00000342561,ENST00000374742,ENST00000374746,ENST00000374748,ENST00000374749,ENST00000374751,ENST00000374754,ENST00000421317,ENST00000468804,ENST00000478044,ENST00000537177,ENST00000602371,G3V1S2,HGNC:2552,HPA024578,Hs.607955,Hs.613492,Hs.82919,NM_001198777,NM_001198777.1,NM_001198778,NM_001198778.1,NM_001198779,NM_001198779.1,NM_003591,NM_003591.3,NP_001185706,NP_001185706.1,NP_001185707,NP_001185707.1,NP_001185708,NP_001185708.1,NP_003582,NP_003582.2,NX_Q13617,O00200,OMIM:603135,OTTHUMG00000017950,OTTHUMP00000019436,OTTHUMP00000019437,OTTHUMP00000019438,OTTHUMP00000019439,OTTHUMP00000019440,OTTHUMP00000019441,OTTHUMT00000047537,OTTHUMT00000047538,OTTHUMT00000047539,OTTHUMT00000047540,OTTHUMT00000047541,OTTHUMT00000047542,OTTHUMT00000047543,OTTHUMT00000047544,Q13617,Q5T2B4,Q5T2B5,Q5T2B6,Q5T2B7,Q9UNF9,U58088,U83410,UPI0000000DC6,UPI0000470066,UPI0000470067,UPI0001E92A29,UPI0002B831EB,XP_011518049.1,cullin 2,hsa:8453,uc001ixv.3,uc001ixv.4,uc001ixw.3,uc021ppa.1
CWC27	9606.ENSP00000370460	https://smart.embl.de/smart/DDvec.cgi?smart=472:Pfam_Pro_isomerase(14|166)+COIL(306|351)+	Peptidyl-prolyl cis-trans isomerase CWC27 homolog; PPIases accelerate the folding of proteins; Belongs to the cyclophilin-type PPIase family	10283,2HQ6,4R3E,5.2.1.8,AAC18041.1,AAC18042.1,AAH12117.1,AAQ88932.1,AC008898,AC092354,AC109465,AF039692,AF039693,AY358569,Antigen NY-CO-10,BC012117,CCDS3982,CCDS3982.2,CCDS75252,CCDS75252.1,CWC27,CWC27 spliceosome associated protein homolog,CWC27 spliceosome-associated protein homolog,CWC27-001,CWC27-002,CWC27-003,CWC27-004,CWC27-005,CWC27_HUMAN,Cyclophilin peptidylprolyl isomerases,D6REK3,EAW51365.1,EC 5.2.1.8,ENSG00000153015,ENSP00000305602,ENSP00000325520,ENSP00000370459,ENSP00000370460,ENSP00000426802,ENSP00000437939,ENST00000303778,ENST00000316784,ENST00000381069,ENST00000381070,ENST00000485990,ENST00000506168,ENST00000508024,ENST00000538793,ENST00000545000,HGNC:10664,HPA020344,HPA024149,NM_001297644,NM_001297645,NM_001297645.1,NM_005869,NM_005869.2,NP_001284573,NP_001284573.1,NP_001284574,NP_001284574.1,NP_005860,NP_005860.2,NX_Q6UX04,NY-CO-10,O60529,O60530,OMIM:617170,OTTHUMG00000074069,OTTHUMP00000082703,OTTHUMP00000221956,OTTHUMT00000157247,OTTHUMT00000157386,OTTHUMT00000157387,OTTHUMT00000368463,OTTHUMT00000368753,Q6UX04,Q96EM3,RPSKA,SDCCAG-10,SDCCAG10,Serologically defined colon cancer antigen 10,Spliceosomal Bact complex,Spliceosomal C complex,Spliceosomal P complex,UNQ438/PRO871,UPI0000048ECC,UPI0000E095BB,XM_005248399,XM_006714517,XM_006714517.1,XP_006714580,XP_006714580.1,XP_006714581,XP_006714581.1,hsa:10283,serologically defined colon cancer antigen 10,uc003jtl.3,uc003jtn.1,uc003jtn.2
CYB5B	9606.ENSP00000308430	https://smart.embl.de/smart/DDvec.cgi?smart=150:Cyt-b5(27|100)+TRANS(122|144)+	Cytochrome b5 type B; Cytochrome b5 is a membrane bound hemoprotein which function as an electron carrier for several membrane bound oxygenases	3NER,80777,A8K6B1,AAH04373.1,AAH14431.2,AB009282,AK291576,BAA23735.1,BAF84265.1,BC004373,BC014431,BX647922,CAI46070.1,CCDS10880,CCDS10880.2,CYB5-M,CYB5B,CYB5B-001,CYB5B-002,CYB5B-003,CYB5B-004,CYB5B-005,CYB5B-006,CYB5B-201,CYB5B_HUMAN,CYB5M,CYPB5M,Cytochrome b5 type B,D6RFH4,DKFZP686M0619,EAW83275.1,EAW83276.1,ENSG00000103018,ENSP00000261767,ENSP00000308430,ENSP00000377354,ENSP00000421492,ENSP00000423679,ENSP00000455701,ENSP00000457848,ENSP00000464102,ENST00000261767,ENST00000307892,ENST00000393753,ENST00000512062,ENST00000514123,ENST00000515314,ENST00000561792,ENST00000568237,ENST00000568342,H3BUX2,HGNC:24374,HPA007893,Hs.461131,J3KNF8,J3QR91,NM_030579,NM_030579.2,NP_085056,NP_085056.2,NX_O43169,O43169,OMB5,OMIM:611964,OTTHUMG00000133020,OTTHUMP00000163977,OTTHUMP00000217677,OTTHUMP00000254193,OTTHUMP00000259239,OTTHUMT00000256606,OTTHUMT00000359439,OTTHUMT00000359440,OTTHUMT00000431497,OTTHUMT00000431498,OTTHUMT00000431499,Q5HYD9,Q96CC3,Q9BT35,UPI00000710AB,UPI0000071530,UPI00001FF4EB,UPI000047DB99,UPI000268AEAA,cytochrome b5 type B,hsa:80777,uc002exg.1,uc059wli.1
